Gene,Score
VEGFA,0.11969
FAM124A,0.042661
LINC02210-CRHR1,0.037519
KIRREL,-0.030905
DEPDC1,0.0018283
DIMT1,0.2918
INTS4,0.027515
TMEM211,0.026542
KIF3A,0.10114
LRPAP1,0.083337
CDHR5,-0.067794
FER1L5,0.10355
MEPCE,0.09364
LRRC26,0.0018357
PPEF2,0.019761
ARL13B,0.026708
TPSAB1,0.15694
RNF225,0.00055823
ARL5B,0.01936
WDR53,0.147
MYADM,-0.11024
PML,-0.028392
CRTAP,0.16628
ETFDH,-0.042339
ZNF354C,0.070193
UBFD1,0.022391
SMIM19,0.091257
MAF1,0.25531
ZNF584,0.071154
NDE1,0.16263
HARS,0.085318
SPATS2,-0.010243
NCAPH2,-0.084154
BVES,-0.16453
DCC,0.10653
TCEAL5,-0.035255
PCDHGA11,-0.072763
APOF,-0.0093963
SLC8A3,0.11443
OPN1LW,-0.011026
MRPL52,-0.051019
TTC8,-0.0014133
SCUBE2,0.036747
ZNF442,-0.084149
ANKRD36,-0.096301
ATRIP,-0.00020618
CACYBP,0.13996
SERPINB6,0.17472
PKN2,-0.11337
HGF,-0.071935
ACVR2B,-0.10253
SV2C,-0.022688
DEFB105B,-0.029855
MAK,0.070952
TRPV4,0.057343
OR7A5,0.066599
TADA2B,0.076601
TRIM41,0.13394
CRAMP1,-0.13601
TAAR2,-0.024181
TXNDC12,-0.053112
C5orf15,0.11818
MBD3L1,0.088351
CSRNP1,0.20404
ECT2,-0.021248
ZNF534,-0.0026248
SPANXB1,0.012135
MTCH1,0.050968
FOXN1,-0.071603
KCNG2,0.080198
PRR14L,-0.052746
CRISP2,0.050147
SNRPD3,0.03772
PIR,0.097485
BBOX1,0.040068
TDRD15,-0.071753
TCTN1,0.070738
LYPD3,0.048378
PRR4,0.16368
TEX46,-0.062339
GALNT9,0.0081411
EXOC3L4,-0.033579
HIST1H1A,0.01476
IGFBP7,0.10286
FOXR2,0.098821
OPRL1,-0.054543
SIAH2,0.028943
ZNF275,-0.0042307
CCRL2,0.12942
PET100,0.00072236
OR10H4,0.11119
IMMP1L,-0.058363
OLIG1,-0.017988
CCDC71L,0.12539
OAS3,0.1494
MGA,-0.017336
LTK,-0.13266
OR7A10,0.051414
ACAP1,-0.1018
ZNF365,0.072179
LYNX1,-0.11708
RAB6A,0.10592
TRAM1,-0.16597
GJA5,0.010741
MISP,-0.026202
AFF2,-0.087058
OR13D1,-0.0085437
ARHGEF4,0.19069
USP17L1,0.15845
PLEKHH3,0.038379
RHOQ,0.021322
ORC3,0.13972
PIWIL4,-0.091694
BDKRB1,0.019859
MRGBP,-0.041512
COLGALT1,0.2576
QSOX1,0.18772
CEP63,0.32454
PRRG4,0.25342
NHSL1,0.16606
HMX2,0.050664
ERBB3,0.06424
PMM2,-0.098749
FANCI,0.19519
MARCH3,0.202
QTRT1,-0.012866
CAMSAP2,0.15073
UBE2S,0.01739
HECW2,0.14657
LPAR1,0.013981
DGAT2L6,0.17166
DPYSL3,0.16762
RABL2B,0.039448
PRKAG3,-0.053408
CPXM2,0.040028
CHGA,-0.057059
RNF41,0.25088
TIMM8A,0.15084
VPS37D,0.025866
MMP8,-0.067952
TYK2,0.006013
ASCL2,-0.0808
ENTPD6,0.20706
TRAF4,0.056861
NSMF,0.17226
CENPP,0.045025
BCAP31,0.0062327
DOK6,-0.17261
TNFRSF12A,0.043674
ISL2,0.089062
PEF1,0.082836
SLC36A4,0.16084
CHCHD4,0.16609
CCL13,0.024923
NXPE3,0.40122
KAT8,0.46678
TOP2A,0.13454
RNF144B,0.073733
NFIX,-0.0075808
PRODH2,-0.0054294
IGFN1,-0.054182
EXOSC4,0.2517
PTBP1,-0.11442
SERPINE2,0.093711
UQCC2,0.0074845
RXFP3,0.051211
TOMM20L,0.020202
TCP11L2,0.12635
ZC3H7A,-0.042454
CHD1L,0.071311
FAM83D,0.047257
RAG1,-0.040163
MYBPHL,0.024385
ABHD10,0.064906
ATG2B,-0.056388
CDC42SE1,-0.034738
RGS10,0.17255
IFI30,0.049381
VCY1B,0.051952
AS3MT,0.079523
OTUD5,-0.013876
HGH1,0.070235
DYNC2H1,-0.084464
ZBTB7C,0.10847
FAM9C,-0.13845
PGM2,0.20021
OCIAD1,-0.025822
TAOK2,0.08395
NPPA,0.1241
RNF182,0.19995
PIEZO1,0.14507
NMUR2,-0.0081559
MIA2,0.054728
ALKBH2,-0.12741
KCNK7,0.075272
C5AR1,0.14622
FRMPD2,-0.0068093
C1orf141,0.14986
KRTAP6-3,0.12155
STARD8,-0.054712
NPB,-0.020113
TDRD7,0.25893
FRAS1,0.0050172
COPS2,-0.016936
TRMT6,0.20515
MAP1S,0.061905
BMP2K,0.027861
TRIB3,0.13184
HLA-DQA1,0.062367
CCDC18,0.089864
FOXE1,0.12291
HTRA1,0.030273
NFKBIE,0.25079
TM4SF1,-0.097294
GPR37L1,0.027516
MRPL49,-0.014251
FAM47E,0.046019
SPNS2,-0.013819
GIPC1,0.083347
RTN4IP1,-0.019823
MOSPD3,0.03361
SDCBP2,0.01882
SH3TC2,-0.0012454
PLEKHO2,0.06921
RPL13,0.64954
MAP3K12,0.020317
LAD1,-0.0947
GPT2,-0.16254
TOX4,0.03477
SLC5A6,-0.02445
RABEP1,0.24554
SEPT6,0.068465
MAP1B,-0.0627
VWCE,-0.0083659
HCLS1,0.032051
HIST1H3C,-0.03746
MAGEE2,0.021799
EFEMP1,0.062076
PLTP,0.003574
SRGAP2B,0.11855
NEFH,0.068924
FAM117A,0.17891
LAIR2,0.016959
COPS6,-0.082111
TPD52L2,0.2003
COX17,0.1856
MLN,0.087058
PPP1R27,-0.019607
MEX3D,-0.0066888
GKAP1,0.22193
DBF4,-0.0075743
HTR2A,-0.007
GSTA5,-0.021901
CGRRF1,0.011108
DGCR2,0.03236
DHX35,0.099779
PDK1,0.19258
SLC25A24,-0.045783
VASP,-0.01817
SPINK14,0.055572
TARP,-0.073941
CADM2,-0.081387
WASHC5,-0.037861
POMC,0.10918
SLC39A7,0.12036
POP1,0.11744
FCGR1B,0.047627
YTHDF3,0.10167
UROC1,-0.10433
XPO4,0.047778
AIDA,-0.049773
AANAT,-0.064026
KIAA1468,-0.098467
UBTD1,0.34718
MCHR2,-0.03575
C4BPA,-0.033656
SYT9,0.29796
CD63,0.17661
POTEB2,0.072326
FLG2,0.039398
TM6SF1,-0.016349
IFIT1,-0.014505
ELOB,0.29736
PAK1IP1,0.21859
UBAC2,0.11891
ZFYVE28,0.11593
PARP14,0.12062
OR51B5,-0.036616
CLK3,-0.08461
MARCH9,0.16792
MEPE,-0.0050295
RCOR2,-0.040661
DEPTOR,0.051348
DNM1L,-0.091503
ULBP2,0.018697
HIGD1A,0.092899
C12orf75,-0.12985
ITGAD,0.13259
EDC3,-0.062497
FAM177A1,0.11234
OR8G2P,0.022717
MOSPD2,-0.02108
GH1,0.090677
PIK3C3,0.061501
F8,-0.003174
URAD,-0.033262
TM2D3,0.092879
ERAS,0.13439
RBP7,0.0097104
GGA3,0.24139
OR6Y1,-0.037927
FAM111A,0.079288
ANGPT2,0.086919
NCAM2,0.15438
BZW2,-0.096639
NECAP2,-0.025346
RPS6,0.47048
TCHH,-0.056614
PPP2R5B,0.046696
PSMD12,0.011425
BLVRB,0.0049417
CRYBG2,-0.071578
MTFR2,0.049793
PHF21B,0.024995
H6PD,-0.0045558
SLC22A11,0.0089681
NAA11,-0.16252
OR8D2,0.12731
SVEP1,-0.032719
CBFA2T3,0.21838
DBN1,-0.059083
ZNHIT6,0.1443
MEIKIN,0.15432
ARPC1A,0.069523
TEFM,0.09445
KIAA1549,0.10833
ERF,0.030767
SPTB,0.22096
MTX2,0.23691
NUDCD2,-0.047892
TIMM50,0.10857
HHIPL2,-0.10817
NQO1,0.22732
APOC1,0.047539
SLAMF1,0.18027
EXD2,0.00682
LCN8,-0.084012
HIST1H3J,0.0059306
TESK2,-0.056013
USP45,-0.12173
GMNN,0.16855
BBX,0.013935
HCFC1R1,0.14374
HMGCR,0.088593
ZNF33A,-0.048839
TOM1L1,0.081715
PTTG2,-0.0016693
ALG8,0.1163
ALKBH5,0.11836
ADGRL1,0.03294
ZNF821,-0.024428
ELL2,0.15925
INAFM2,0.05142
LAX1,0.23007
FGD1,-0.013448
BEX4,-0.071617
TWF1,0.025465
NUDT14,0.059462
NT5DC3,0.31969
LPAR2,0.070276
SETDB1,0.082614
ADAMTS17,-0.01295
TPRKB,-0.073989
GPR63,0.18946
LPIN3,0.17215
ALDH1A3,0.0060731
SAMHD1,-0.022671
ACTBL2,-0.036877
RPL29,0.029717
MVB12B,0.18831
GMPPB,0.060729
FARSA,-0.07993
FAM213B,0.17571
ADAM28,-0.057691
GRK1,0.055719
MATN1,0.17835
SOGA3,-0.030703
UTS2B,-0.089242
REP15,-0.050651
CLPSL2,0.19609
TMED2,-0.14887
ASMT,0.13235
ASPM,0.29373
SORCS2,-0.01841
EBP,0.019743
KRTAP4-2,-0.055269
EWSR1,0.16207
BFSP1,-0.018798
SEMA6A,0.20946
LITAF,0.13384
FAM57B,0.018688
PSMD9,-0.021006
DYNLRB2,0.17902
PDX1,-0.050742
CCDC68,-0.022692
MRM1,-0.025094
PPIG,-0.071678
ATP4A,-0.012429
SPACA1,0.015738
GDPGP1,-0.10176
TMEM104,0.025177
BRD8,0.26676
ATG2A,0.33909
TTC21A,0.18656
FAM180A,-0.017144
DNPEP,0.018248
ORAOV1,0.037819
EBF3,0.019988
ASRGL1,0.0011124
PLCB2,0.0082448
ZADH2,-0.040772
SPRR2E,0.14418
CCDC15,-0.016091
GPR61,-0.042834
TRPM8,-0.10564
CHRM4,0.014491
FURIN,0.065414
CWC22,0.22022
CDH11,-0.055961
CPXCR1,-0.033202
CNNM4,0.098507
ZNF625,0.049814
MARCKS,-0.040297
RASAL2,-0.011824
MMP27,0.0019016
OR2S2,0.089638
AP2S1,0.028493
MYL4,-0.068805
ZBP1,0.0070346
SCAF1,0.068812
C4orf19,-0.097069
FKBP4,0.018716
XIAP,-0.062923
POLG2,0.2274
NR0B1,0.14363
TSPAN19,0.10151
SORL1,0.061462
ANGPTL2,0.0079503
TMEM201,0.10646
MRC1,-0.014455
ZNF800,0.10326
BCAS2,0.56641
MYH4,-0.009241
EIF4B,0.32525
USP53,-0.011887
NUP35,-0.035117
SMIM5,0.16453
SNX7,-0.038556
NPSR1,0.067118
XRN1,0.30279
CLEC4F,0.095802
FAM19A1,0.0014882
TUSC2,0.12639
DLGAP3,-0.059299
COL7A1,0.12268
IGF2,0.27313
CNKSR1,0.059289
LOC157860,0.15009
SI,-0.051974
SRI,0.1062
CDC20,0.29234
CLVS2,0.0028453
LRRC58,-0.016238
ARMCX3,0.027346
GFRA3,-0.040325
B4GALT3,0.025186
DNAI1,-0.040393
EZH2,0.072959
RRAGD,-0.096088
UBXN1,0.096047
CDC42EP3,-0.051613
FTMT,-0.12925
AJUBA,0.063121
LAMTOR4,0.027597
CD300LD,0.059415
SURF2,0.087635
BHLHB9,-0.029776
ARMCX5,-0.05616
RGMB,0.023842
ARC,0.052383
ARPC3,0.39733
MDFI,-0.04445
KLRF1,0.1601
PANX1,0.19437
SUSD4,0.14272
TTR,-0.028727
PNN,0.028179
FBXO5,0.28867
C5orf24,0.17329
LYPLAL1,0.0010624
MAGEB16,0.019628
HIBADH,0.0095528
RAP1B,0.26331
EIF4A3,0.33471
NOP16,0.17432
LRRC75B,0.014682
KLHL17,0.052699
CDCP1,0.18599
RHBDL2,0.22587
ADSSL1,0.070338
KHSRP,-0.0064151
S100G,0.033895
CCNK,0.26866
MTTP,0.13816
POLR2E,0.1559
CYP2B6,0.026824
GAGE2E,-0.0016205
ATXN2,-0.0038759
GATAD2B,0.053385
CTDP1,0.14554
RNF149,0.13508
MC2R,0.1459
TPPP3,0.11076
SERPINA5,-0.01588
ZFYVE27,0.14991
C10orf105,0.084649
VMP1,-0.022692
SIX6,0.18868
COPG1,-0.095112
CARD8,0.082416
ATG10,0.1319
CCM2,0.16813
MGAT4D,0.12753
COMMD5,0.12155
ERCC5,-0.083704
APEX2,0.26193
AATK,-0.0037069
LYPD6,-0.00166
ZDHHC18,0.19336
CCDC87,-0.026689
METTL21A,0.13782
NUDT12,0.15785
NDRG3,0.13418
EIF4EBP3,0.14182
DSEL,0.11036
TOMM34,0.084995
OR2Y1,0.13271
SLFN14,0.066118
PPM1N,-0.020886
TEX43,0.10919
TRMT61B,-0.013966
SLC5A5,0.030102
C1orf112,0.017429
CEP85,0.18413
PA2G4,-0.089142
CLEC4C,-0.071249
KRTAP5-7,0.13202
IGFBP2,-0.02928
ZNF75D,-0.014063
CLMP,0.1977
ACAD11,0.072661
PNPLA7,0.087892
CFAP74,0.0228
NF2,0.037492
ELOA3B,0.11564
MTHFD1L,0.066641
ZNF787,0.17758
MCHR1,0.027685
DNER,0.080505
ZC3H6,-0.13457
PPT2,0.12403
GNG11,0.019018
ACAT2,0.10373
FADD,0.27679
MTHFSD,0.10708
CHP1,0.060828
ERCC1,0.085192
LYSMD1,0.17419
NHLRC4,0.004058
ZNF790,0.061222
LSM3,0.045628
TMEM189,0.027307
C1orf210,0.07989
DERL1,0.067796
WDR75,0.31231
RMND5A,0.461
RASA1,0.12375
PSTK,0.077823
TOP3A,-0.0742
CCNB1IP1,0.12218
ASXL1,0.048866
TMPRSS11A,-0.044478
CDK13,-0.018383
CPNE1,0.12624
MAPK8IP1,0.13104
FAM109A,0.16591
INTS2,0.25465
ESF1,0.42688
HIST2H2BE,0.070961
SH3BGRL,0.031914
TTC39B,-0.047559
UGT1A3,0.071068
NSUN3,0.22099
INA,0.0023454
PTGES3L,0.066605
ANAPC2,0.23391
ASPG,0.34553
PPP6R1,0.19679
PLK2,-0.097264
TRMT12,0.068415
SRRD,-0.024722
ZKSCAN1,-0.062149
ARID3A,0.14527
CACNA1H,0.013005
PUM2,0.051568
TJP1,0.3089
KCNK2,-0.082967
MRPL39,0.33297
KSR1,-0.062086
TMEM108,0.013814
SPATC1,-0.039499
EDARADD,0.044963
TRNT1,0.087529
UNC119B,0.12191
KIAA1107,0.031898
C21orf33,0.055568
PSAT1,0.1011
KIAA2012,-0.0050354
DOPEY1,-0.001887
KLF17,0.082795
CRLF2,0.023953
CHST2,0.1905
PHF5A,0.3353
CBL,-0.08185
RAD21,0.080238
RPL35A,0.28537
SFTPA2,0.064198
NSRP1,0.1813
NPIPA7,0.029369
LRWD1,0.15397
SHISA3,0.020689
CD33,0.098821
RHOT2,0.039141
CMTM3,0.12124
KDM2B,0.15584
KCNT1,0.20894
ABHD14B,0.10244
CDKN2AIP,0.088497
FBXO44,0.16553
TAS2R5,0.25635
CAPN2,-0.0063839
USP17L3,0.066546
XAGE1B,0.35686
GLT1D1,0.018808
NGRN,0.012941
USP50,-0.063051
ME1,0.05873
RHOXF1,0.0031134
AGL,0.24415
EIF3B,0.47816
BIRC7,0.16891
FAM110A,0.067285
MRPS18B,0.058855
LAT2,0.22011
COX6A2,0.31845
CEP250,0.090593
PCOLCE2,0.088892
TCP10L2,0.19728
ATP13A1,0.10302
DAND5,0.073224
HRH1,-0.030958
SLC25A5,0.095431
NPM1,0.18733
PBRM1,0.32026
ZSCAN18,0.0073248
COX6B2,0.014726
OBP2A,0.039208
MAEA,0.2672
GRPEL1,0.0012792
RGN,-0.026956
SPC24,0.57943
RBM41,-0.029793
OR1L1,0.20421
VWDE,0.10894
GNPAT,0.13241
DDX58,0.28944
CCNF,-0.032454
GRB2,0.36241
VKORC1L1,0.18758
CREM,0.0062028
MAN2A2,-0.085462
TNFSF8,-0.055516
TFPI,0.055423
FAM122A,0.21703
UGT1A9,0.1596
GNG5,0.15644
CD46,0.00027824
XRCC3,0.36754
FGR,0.14315
SNRPN,-0.0059037
GPR88,0.071094
FCER1A,0.045692
HSPA6,-0.048331
OR4K13,0.2187
PPP1R26,-0.088338
SF3B6,0.087842
PLD4,-0.032626
GDF2,-0.034442
GPS2,0.22968
CDKN1B,-0.021659
CHCHD6,-0.13889
NOTCH3,0.16625
ECI2,0.13527
VANGL1,-0.090354
OR1M1,0.0021288
ZRSR2,0.061656
ARGLU1,-0.12496
HYAL4,0.069365
CDK4,0.1973
MRGPRE,0.069416
PSMD13,0.15295
LOC286238,-0.035231
WDR27,0.011098
RBM7,-0.017385
APBB3,0.073067
PRRG3,0.082616
DENND4C,-0.14327
ADGRB3,0.19265
ATP8B1,-0.058248
KIF1C,0.066319
HLA-DOB,-0.049771
MYH14,-0.03001
TMEM44,-0.078673
MED27,0.1955
TMEM56,0.083723
PLAC8,0.06907
KBTBD11,0.037302
TAGLN3,0.16371
EIF2AK1,-0.011848
TEX47,0.044316
CNTD2,0.086466
PHLDB1,0.0097357
HECW1,-0.080436
LIM2,-0.019469
ORC2,0.088333
TPT1,0.40567
CHADL,-0.021242
TBX10,0.034947
MAP6D1,0.096233
PGAP2,0.11085
ZC3HC1,0.18362
ANGPTL7,0.082263
TNIK,-0.062733
RAD54B,-0.093026
MXRA7,0.10713
HERC1,0.070307
SHD,0.11656
C15orf61,0.44174
C12orf76,0.10322
OR2T6,-0.017568
TRAF3,0.17468
UTP20,0.3299
KIAA0355,0.090117
RBP4,0.085934
CD302,0.12249
NTRK1,0.1804
ZPR1,0.15403
KLHDC4,0.087037
CDH16,0.071036
TFAP2E,0.15254
TUBGCP6,0.32145
ITM2C,-0.025974
PTGER3,0.18948
HNRNPH1,0.036175
GOLGA8O,0.023423
SRMS,0.051707
SGK3,0.37259
CCDC57,-0.035384
CDK2AP1,0.053178
FAM25A,0.15595
ETFA,0.064971
DNAJC19,0.11337
ALG10B,0.037502
PRAMEF20,0.00056963
NUBP1,0.011227
ICOS,-0.040072
HYPK,0.3038
MARVELD2,0.19862
EIF3D,1.5746
ABRACL,0.021493
SNX22,0.16939
STAG2,0.13228
FAM72D,0.0039917
NPIPB3,-0.041477
EFHC2,0.026267
CT45A10,-0.004155
ANKMY2,-0.013302
NBPF6,-0.085228
PSMB4,0.13663
AGBL5,0.11344
NKX2-4,0.19144
CTDSP1,0.055362
OIT3,-0.016482
MRPL15,0.063799
RSBN1,0.087552
SPATA31D4,0.076815
FUT8,-0.082918
OR1L6,-0.10332
GRM3,-0.0053655
KPRP,0.012375
MGAT5B,-0.070898
MARC1,0.00028253
SCMH1,0.014165
ZMAT5,0.19
KIAA1324L,-0.015808
RRAGC,0.28669
OVGP1,0.071168
ZNF419,0.18795
SMARCA4,0.43431
SNAPC4,0.084569
LCN6,0.021646
PHF14,0.11566
LUZP2,-0.061929
TMEM57,0.13254
NUAK2,0.014272
SOWAHA,-0.033316
VPS33A,0.084537
EDIL3,0.19563
SLC6A16,-0.024523
JPH3,0.10707
ARHGAP15,0.87302
ISM2,-0.049724
HIST1H3A,0.062169
C19orf67,0.073876
TMEM38B,0.016355
TBC1D21,0.033497
MYCN,0.022754
PALB2,0.18546
IL12B,-0.14181
GSTM1,-0.028468
FAM110C,0.012133
CD5L,0.040533
GOT1,-0.061966
FAIM,0.17225
TFRC,0.30401
KCTD1,0.016467
D2HGDH,-0.043381
CD44,0.0058028
FSIP1,-0.047153
NIP7,0.21907
ZNF679,0.12117
NT5C3A,0.014108
MED25,0.13119
TLX1,0.056512
RPAIN,-0.038092
DEK,0.15401
TMEM255A,0.048443
UCKL1,0.095784
FN3KRP,0.13202
PPIL2,0.32927
MARS2,0.046518
SLC5A8,0.064878
RCAN2,0.049366
HYDIN,-0.020962
ACTA1,0.14594
IP6K3,0.092945
SLC17A1,0.20513
LOC100130880,0.12274
AREG,-0.05774
MXD4,0.06025
HAUS8,0.052806
EPN3,0.11925
MELK,0.19657
C15orf56,0.1662
LIG1,0.13563
UPF2,0.040385
COPB2,0.23605
ZNF398,-0.083172
E2F2,0.20238
PACSIN3,-0.0071787
MCM4,0.01386
NECAB3,-0.0085483
ERRFI1,0.098872
SLC24A3,0.1016
ATRN,-0.00013497
JAKMIP1,0.23978
EYS,0.10424
UFL1,0.14196
METTL14,0.13741
C16orf89,-0.019905
PANX2,0.24349
ATOH1,-0.083997
HCFC1,0.059032
PLA2G2A,0.10666
ZNF596,0.14044
USP20,0.050466
ZNF200,0.058391
MUC5B,0.026924
OR1D5,0.090208
GBA2,0.023171
GPR146,0.01407
PDIA5,0.093036
DNAJA1,0.17416
FAM135B,0.024401
MYRF,0.10452
TREX2,0.33715
EGLN3,0.11543
VRTN,0.11305
KAAG1,-0.10817
C12orf49,0.16681
ICE2,0.077544
CC2D1B,0.25291
ZNF561,0.079748
ATAD5,0.24752
PPP3R2,-0.023431
MRPL46,0.031541
CD58,0.16507
HAPLN3,-0.0062324
DTD1,0.13916
NFYC,0.46327
MSTO1,0.016285
FBXO38,0.30777
C5orf52,0.10386
HSPB11,0.085722
IDH3A,0.059071
BTBD19,0.083347
HHLA3,-0.024932
TTI2,0.17368
ITGAX,0.04653
PXMP2,0.23878
ZC3H13,0.15419
ANKRD33,0.0011804
AKT1,0.04977
RPP40,0.17914
KRTAP10-11,0.06368
SCRT1,-0.02086
ATF5,0.29164
PUSL1,0.02223
KLHL22,0.083686
SMPD1,0.072687
ARHGAP11A,-0.072382
CS,-9.0772e-05
ZNF37A,0.1983
ZNF747,0.1018
RNASE2,0.028597
CAPN9,0.068602
JMJD8,0.014463
ANO4,-0.10669
UTP18,0.016732
TFF1,0.055798
TAF4B,0.11369
DBNL,0.14717
TMEM179B,-0.038515
PAPPA,-0.16274
STK32B,-0.10896
NKIRAS2,0.089963
SLC28A1,0.086706
MBL2,0.17476
LAS1L,0.083434
ISYNA1,0.11136
CKLF,0.046994
KIAA1191,0.091828
PLEKHG4B,-0.052979
CBR3,0.13679
NQO2,0.32092
SEMA7A,0.046052
MARK3,0.024067
RAPGEF3,-0.008567
MOCS3,0.18299
EIF3M,0.16087
GPR132,0.15124
EGFL6,0.063254
MYO1D,0.081058
SLC8B1,0.013785
STX1A,-0.056289
APOM,0.03014
SETSIP,-0.023507
H2AFB3,0.22352
SLCO6A1,-0.049887
ACAA2,0.22486
MAN1A2,-0.11496
HMOX2,0.15205
MLH1,0.096737
IER3,0.0004908
LUC7L3,0.12211
RAI1,0.12328
TAAR9,0.061115
WBP11,0.13133
TOR1AIP1,-0.0077063
AZIN2,0.044603
TRIM6,0.020299
BNC1,-0.024887
KLHDC2,0.061851
RPL32,0.67605
H2AFV,0.11157
PAPSS1,0.16303
DDC,0.0024319
ATP1B2,0.21514
MNT,0.12858
SCGB2A1,-0.030402
CXXC5,0.0052452
PTPN4,-0.019725
OR2T29,-0.13445
CDCA3,0.086129
R3HDM4,0.23332
TEAD4,0.010245
SMOC1,0.037115
C9orf172,0.069443
EPB42,-0.079487
FAM217A,0.076564
FAM92A,0.088161
GOLPH3,0.068421
MAGEC1,-0.085332
TBCE,0.11891
PSMD4,0.23123
NHSL2,-0.053729
DCTN3,0.095795
MRPL13,0.087146
STK11,0.17752
NME6,0.17214
NR2C2,0.12503
SOHLH2,-0.0082285
LHX6,0.06258
KCNH2,0.086821
CCDC181,-0.010188
CFAP97,0.086088
TRIM16L,-0.069459
CCL15,-0.094307
REV3L,0.17006
SLC25A52,0.066216
SLC16A7,0.095497
MRPL4,0.026753
PRKD3,0.11031
IKBKB,0.25582
SLC9A7,-0.017426
MAGEF1,0.057675
DCST2,-0.060123
ISLR,0.032945
FOXI1,0.051987
ZBTB45,0.14594
NOSTRIN,0.0057237
ZKSCAN8,-0.034169
PAOX,0.21551
CEP76,0.19732
SASH3,0.067067
EVL,0.033191
TYW3,0.0063663
ATP5L2,-0.070971
CHMP1A,0.44762
PUS7L,0.10221
RSRC1,0.0087086
IL1F10,-0.02574
METTL13,0.073084
OPA3,0.080317
RAN,0.12271
GSDMC,0.16814
KLHL2,0.086991
NSDHL,0.16445
PPP1R9A,0.080864
MSMO1,0.094338
OTOG,0.0109
AGMAT,-0.0062097
HOGA1,-0.0067461
KCNK10,0.053011
WDR74,0.33479
RPS7,1.0216
TIMP1,0.024587
DGAT2,0.18879
PPP4R1,0.1457
CHMP4B,0.014616
FBXO43,0.21306
LYAR,-0.056772
KCNJ11,-0.00077844
CTPS2,-0.01054
OXSR1,0.010735
RPL5,0.098458
LOC100129112,0.11535
OVOS2,-0.022255
GNAI1,0.20512
MYH6,0.0061678
SFT2D3,0.077527
TIGAR,0.038537
C3orf30,0.28738
CHMP5,0.6787
MPRIP,0.058911
ZSCAN26,0.074407
SAMD14,-0.035233
C1orf198,0.0024761
CYP2A6,0.11957
TAS2R31,-0.037027
CXCR4,0.17739
LRIT1,0.030961
CFL1,0.083509
NUDT4,0.15505
USP33,-0.016064
OR4C15,-0.033312
SCGB1D1,0.12841
LDLRAP1,0.145
ZNF407,0.33071
PCDHA8,0.04233
INS,-0.079412
MC4R,0.030502
SCAMP2,-0.12008
WNT4,0.39013
UAP1L1,0.0099773
MBD6,0.073353
SLC34A2,0.088944
JMY,0.14821
ASAP1,0.0022555
MAPK8IP3,0.034695
CUEDC1,0.21888
HES3,0.20599
RPL3L,-0.040703
IRF4,0.121
FAM171B,-0.10818
HIST1H2BJ,0.054275
BRINP1,-0.013944
RNF186,0.08157
ZNF439,0.096293
HID1,0.071364
STK40,0.26371
FAM69B,0.030154
GADL1,-0.015843
FAM149B1,0.1283
PDE1A,0.13695
TMEM219,0.13717
FOXP1,0.0097178
ORC6,0.15602
SUB1,0.10361
XPO7,0.035701
TEP1,0.017532
ADA,-0.012242
NPHP3,0.0135
CUL4A,-0.012886
FAM104B,0.039899
PECR,0.086462
PTPRO,-0.024631
ZC2HC1B,-0.0051697
FSTL4,0.0011649
ICMT,0.14553
FBLN1,0.18603
SULF2,-0.088731
CNTNAP3,0.069711
IGSF21,-0.021929
RAP1GAP2,0.071895
KIAA2013,-0.063464
EIF4EBP1,0.02882
GUCD1,0.10199
ACSBG1,-0.039209
PDGFD,-0.084913
BICRA,0.078347
LAPTM4B,-0.084053
FABP2,0.034249
SLC39A5,0.084492
SLC13A4,-0.053596
SCYL1,0.034752
KERA,-0.084971
CEACAM6,0.056566
GFPT1,0.054597
ZMYND15,0.083213
BCL9,0.10805
RAB8A,-0.01581
SCG2,0.11605
LCN9,0.11541
KBTBD8,0.078077
EXOSC5,0.10532
RORA,0.10465
C19orf57,0.08848
RYBP,0.10729
LOC400927-CSNK1E,0.21334
GTF2E2,0.11596
VSTM2A,0.065186
PRCC,0.0034675
FBXW5,0.18687
TAS2R40,-0.00054326
POP5,0.20184
CLMN,0.068169
GNB1L,0.071025
CEP295,0.44105
SAA4,0.051185
OOSP2,0.018029
APOBR,-0.0074554
DUSP8,0.018635
C22orf15,-0.01617
KHNYN,0.41006
IFI6,0.072909
PRR32,0.16682
PRPF38A,0.14771
RGL4,0.21619
CALHM3,0.1405
CETN2,0.2467
MARCH7,-0.0076097
WWP1,0.11734
DSG3,0.21765
RBM45,0.14739
PKP4,0.027746
GAB1,-0.0072844
TRMT10B,0.10518
ATP1B3,0.47274
SUMO4,-0.039458
FPGT,-0.02239
C12orf80,0.013292
AHSP,0.049981
KCNS3,0.1427
PAF1,0.30253
MAML1,0.014736
ADCY4,0.077465
SHC1,0.11829
C14orf159,0.067039
MAN1B1,0.12744
KCNE1,0.028501
C20orf196,0.066567
IRX3,0.11454
DNAJC15,0.026027
PKD1,0.053515
ARSE,-0.016629
LSS,0.018683
TBC1D10B,0.17243
INTS8,0.151
DCP1A,0.035018
NIT2,-0.00063276
ST6GAL2,0.13453
CYP3A4,0.0055642
LEUTX,-0.030944
GIMAP1,0.87935
SGMS2,0.071282
LENG1,0.18607
HOXA1,0.038823
CHRND,0.16564
GREM2,0.19374
MRPS5,0.051216
CREG2,0.15791
MAP4K4,0.050451
OTUD6A,0.003641
MVK,0.099202
SPATA24,0.0313
SNX11,0.21887
